cc_num|acct_num|trans_num|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
4841962332605860|3005591724|bb103e57d99cf4fcbec951ba3b846881|1660435821|food_dining|69.2|0|Ingram Ltd|40.282097|-75.363992
4841962332605860|3005591724|5eedd746912a0364b29fcd8d55609c83|1654110816|shopping_net|76.31|0|Campbell-Stone|40.165998|-75.94556
4841962332605860|3005591724|974a31926aa77a7d5cf7827ff1328bfb|1647019155|grocery_pos|44.24|0|Duarte Group|40.739818|-77.124587
4841962332605860|3005591724|9648ceb5076615b7ec6defb03ce4927d|1659749892|entertainment|101.06|0|Brown-Washington|39.540628|-76.076041
4841962332605860|3005591724|c3dbac8c46e1f3b554446ce363f644a8|1656458797|shopping_pos|53.3|0|Blair-Warner|40.697782|-75.32366
4841962332605860|3005591724|2204f7a2d640e0763e2d10952da09200|1656523465|shopping_pos|45.46|0|Murphy PLC|39.362122|-76.220766
4841962332605860|3005591724|f8c072ae387977948d0b93a33845a48b|1653056308|misc_pos|63.36|0|Hicks, Rojas and Reynolds|39.817196|-76.386204
4841962332605860|3005591724|722ca056478cd94a618801f642f13365|1654886841|shopping_net|53.72|0|Anderson and Sons|39.500163|-76.631849
4841962332605860|3005591724|261b823c84bfeacbdb0596cd08c55515|1659633159|entertainment|92.85|0|Dickerson LLC|40.782873|-76.60514
4841962332605860|3005591724|f59815b24f4c281197c79f3befe754a6|1651933835|misc_pos|84.53|0|Scott LLC|39.406598|-76.736611
4841962332605860|3005591724|a9bb6658fea5196c57752e2200b1d497|1658604524|entertainment|70.46|0|Greer PLC|39.54442|-75.888124
4841962332605860|3005591724|51b4f46a700ed83eb764175e96e4ea71|1650155929|misc_net|74.54|0|Sullivan-Newton|39.298693|-76.312748
4841962332605860|3005591724|cbdea112b3e9c6bbb9bedd1d607256ba|1654275015|shopping_net|45.25|0|Bell-Smith|39.674616|-76.156282
4841962332605860|3005591724|88c612393a2ac1eb3c2795839575e232|1648219218|grocery_pos|58.15|0|Barnes, Cummings and Sullivan|39.913946|-76.104085
4841962332605860|3005591724|48d5c843eb4662ecd835adfad568e177|1659023929|entertainment|67.08|0|Park PLC|40.122402|-76.647493
4841962332605860|3005591724|9ab3fac589fa599da63c618317c7e2c6|1646512650|grocery_net|66.28|0|Miller, Quinn and Adams|39.122574|-76.637276
4841962332605860|3005591724|060d5db86220f3b2b72b770d54023ab3|1658195089|entertainment|66.28|0|Heath Inc|40.949061|-76.5478
4841962332605860|3005591724|f6791f9ab76343ad5ffa5bd0b76a7234|1653326263|misc_pos|74.02|0|Bray-Gonzales|40.574701|-75.46084
4841962332605860|3005591724|a3b36304c328598e008559a9d738890a|1648311152|grocery_pos|84.96|0|Hart-Ferrell|39.743892|-75.71933
4841962332605860|3005591724|93a04a318f0daae67780a17f600875a0|1660944334|food_dining|66.52|0|Allen Ltd|39.973901|-77.203097
4841962332605860|3005591724|21f34c516846ac2ab7ac911f737122c5|1650661369|misc_net|71.93|0|Aguilar Inc|39.657143|-75.600155
4841962332605860|3005591724|4be919471661541cba5ce3362513c591|1657122796|shopping_pos|78.85|0|Becker Inc|39.285475|-77.158565
4841962332605860|3005591724|bff2fa2e1aab1dffe2b4c7026deb2f5c|1654800936|shopping_net|78.31|0|Burton-Terry|40.091606|-75.376945
4841962332605860|3005591724|7bae62fe13f655eb78ee0e894c8406df|1659916509|food_dining|87.91|0|Zuniga PLC|40.382792|-75.8488
4841962332605860|3005591724|0f4265f9d25ed7b20fd634d93ea098a6|1646850296|grocery_pos|53.16|0|Jones PLC|40.740036|-75.532776
4841962332605860|3005591724|3b7314950efe81cc96facfbbe936ef4a|1656885596|shopping_pos|99.69|0|Conley-Patterson|39.624152|-76.802463
4841962332605860|3005591724|d33a118a2ab37523d2d27b5362858ac5|1657641107|shopping_pos|78.89|0|Weiss, Brown and Garcia|40.970944|-76.71273
4841962332605860|3005591724|1532baafeb81ecb3eb43c99f193bc5da|1656890466|shopping_pos|87.06|0|Wood, Blair and Johnson|39.103181|-76.092273
4841962332605860|3005591724|bc46237d0d844cfc9ef74a77f4ce2005|1655232042|shopping_pos|45.03|0|Butler, Parker and Gilbert|40.174784|-76.160038
4841962332605860|3005591724|75b425562776c4e6b5100a5201db5eac|1645985233|gas_transport|51.8|0|Spence Ltd|40.633683|-76.53192
4841962332605860|3005591724|2c51f3591bdeb161de6b86b40d8de70b|1658589258|entertainment|46.66|0|Rios, Myers and Stevens|40.682772|-76.613265
4841962332605860|3005591724|d2f630e5a321973cd1c672237a2afd04|1647477108|grocery_pos|71.55|0|Hernandez Inc|39.890973|-77.183174
4841962332605860|3005591724|7ca6e9b13dbd984f17cff514f9bf4494|1658595737|entertainment|50.72|0|Wade, Wood and English|39.863774|-76.672367
4841962332605860|3005591724|234f825e1ebb6144ed575bfa140aa6e4|1653869585|shopping_net|57.8|0|Underwood, Mcclure and Wagner|39.220727|-76.313299
4841962332605860|3005591724|570dc35574a4d0b102d71a63b6753cc3|1645025772|gas_transport|57.06|0|Nicholson Group|40.059956|-75.810523
4841962332605860|3005591724|2963193d555c9895829897bedcb7ea2f|1643835939|gas_transport|98.81|0|Holt-Clark|40.994877|-75.626997
4841962332605860|3005591724|044c3501cf0598910055c48fe6a61c19|1645300577|gas_transport|66.12|0|Russell-Phillips|39.235195|-76.747056
4841962332605860|3005591724|44b19ff715d74d7a83a59e3e78367750|1656195897|shopping_pos|62.01|0|Palmer, Conner and Johnson|40.913469|-76.091653
4841962332605860|3005591724|0b02e1a566abe0e2d4c070e90687043d|1651520036|misc_pos|59.17|0|Thomas Ltd|40.037055|-75.773421
4841962332605860|3005591724|e0262ca5a1ebd03d810859c9e1e4da08|1645724881|gas_transport|69.8|0|Douglas LLC|40.973978|-76.721744
4841962332605860|3005591724|959b7a43c17d246f8308104cfea2e189|1658021275|entertainment|70.5|0|Moore-Hayes|39.457814|-76.204265
4841962332605860|3005591724|368c3fab713598ad4e93993ce85d2d56|1645721123|gas_transport|61.33|0|Phillips, Benson and Miller|39.477664|-75.437687
4841962332605860|3005591724|18e55279b069733b6835dd603e173740|1656797065|shopping_pos|60.3|0|Love-Bolton|40.639324|-75.922654
4841962332605860|3005591724|c92c4957ad6cf9466651128229a99513|1656859972|shopping_pos|63.71|0|Sherman Inc|39.709857|-75.631141
4841962332605860|3005591724|8fa8665129fc381aac34e8cebd81161b|1652454964|misc_pos|73.6|0|Cooper, Nichols and Hensley|40.35458|-76.901046
4841962332605860|3005591724|ff8bdd7ca72203923016166b2fc278ec|1643915079|gas_transport|72.59|0|Brown Group|39.198868|-75.660515
4841962332605860|3005591724|06a13e1016f7bb5cbbc08981b1ef9ac8|1642602202|gas_transport|56.51|0|Watson LLC|40.484486|-76.22542
4841962332605860|3005591724|c7382c24be144558bdf0d352cd901ede|1651970735|misc_pos|64.48|0|Williams-Aguirre|40.097113|-76.709462
4841962332605860|3005591724|0c8a28b898473c92bca436e0363bdc3e|1649516641|grocery_pos|59.16|0|Roberts-Galloway|39.254468|-75.775472
4841962332605860|3005591724|0d3f55583cf5b2682c90f21e06068bfc|1660233204|food_dining|65.64|0|Porter, Zuniga and Howard|40.468778|-76.330826
4841962332605860|3005591724|b8bc6f3f937bd6fd506d1c25e1f52ffe|1652561721|misc_pos|85.91|0|Church-Orr|40.557937|-75.631411
4841962332605860|3005591724|c379dca5cbf03268de7b439a8139a448|1659832342|entertainment|60.54|0|Elliott, Nixon and Smith|40.893901|-76.192387
4841962332605860|3005591724|5b9cf0529df403191817146958b5f281|1656275234|shopping_pos|63.61|0|Rodriguez, Martinez and Kennedy|39.4153|-75.909476
4841962332605860|3005591724|1f4c552b2a6ff5451c96a039c51f4a73|1658352912|entertainment|86.56|0|Austin, Phelps and Soto|40.811347|-76.588299
4841962332605860|3005591724|4e265e988212343b641c0719e0c3335f|1657567812|shopping_pos|62.66|0|Howell, Cook and Glover|40.466196|-76.426847
4841962332605860|3005591724|596d59dae21889899e33b084807de3ef|1659389982|entertainment|86.87|0|Gilmore Ltd|39.378238|-77.107014
4841962332605860|3005591724|59ff9311c317dfef56ebee44a09de45e|1642631647|gas_transport|80.79|0|Duncan and Sons|40.918472|-76.33657
4841962332605860|3005591724|9be89668dc71695d3b4d9f97f8264c7b|1653835532|shopping_net|90.08|0|Reynolds Group|39.590769|-77.296412
4841962332605860|3005591724|54d3961ba24fc7c0ce2959f72ce5244f|1649976236|grocery_pos|75.34|0|Zuniga LLC|40.291599|-76.840422
4841962332605860|3005591724|5646f8c1e01eef1abdaa819144016096|1641823135|gas_transport|65.03|0|Dillon-Medina|40.416334|-76.354651
4841962332605860|3005591724|aa2a7622ebc4a2b5c97bdfb9b755cc75|1660313596|food_dining|75.16|0|Washington-Harris|40.517758|-76.544866
4841962332605860|3005591724|80ffa42b2d7587dd908f96b0a66beddf|1659317979|entertainment|70.84|0|Roach Ltd|40.152629|-76.344159
4841962332605860|3005591724|75556e9f3469bd53a01732df0e49d356|1657928501|entertainment|70.43|0|Campbell-Pham|39.33699|-76.421075
4841962332605860|3005591724|a7249d1195d6e18326de4c807db5a5dd|1659055216|entertainment|87.6|0|Thomas Ltd|40.376274|-75.842294
4841962332605860|3005591724|571a41de653856c27d102769fdf4ca28|1658069638|entertainment|60.9|0|Rodriguez-Patterson|40.47381|-76.449928
4841962332605860|3005591724|1fa3a8f1ab8b34343b55882095bd722c|1656091367|shopping_pos|52.92|0|Green and Sons|39.525806|-76.748182
4841962332605860|3005591724|49a1c2d276c7d9a13abba749b1705edf|1657315490|shopping_pos|85.82|0|Flowers and Sons|40.094307|-76.565075
4841962332605860|3005591724|9ecc4ce62208f5490c7c645d370dacbf|1649442421|grocery_pos|70.41|0|Hall, Alvarado and Johnson|39.42954|-76.00886
4841962332605860|3005591724|626205c2c1e00e972c31b177463faabf|1648844686|grocery_pos|82.38|0|Mccann Group|39.696252|-77.106221
4841962332605860|3005591724|aa36f69d29a5692ea418fa7c6a4c4acc|1644278197|gas_transport|57.94|0|Blackwell PLC|40.427078|-77.131561
4841962332605860|3005591724|05440c09dce02b258918a47cbc78ef29|1659645685|entertainment|98.85|0|Smith, Morris and Grant|39.96449|-76.046684
4841962332605860|3005591724|0b7454841fc2172c2054048992020a25|1658598286|entertainment|46.71|0|Robinson, Torres and Phelps|39.826995|-75.423303
4841962332605860|3005591724|1e95763a37c0784f8da66e08b7f02a90|1647207899|grocery_pos|51.61|0|Love-Diaz|39.29038|-77.056186
4841962332605860|3005591724|67d2dc5dc7e8863ff56699cf15717e35|1647812319|grocery_pos|69.31|0|Mathis, Johnson and Kerr|40.984787|-76.671357
4841962332605860|3005591724|eac7e69f0a26d2d1c15d605603a27117|1651868915|misc_pos|107.48|0|Roberts Inc|40.630674|-77.298587
4841962332605860|3005591724|fce1ca2ef273dc8866dbd30eae5f9054|1650653544|misc_net|79.51|0|Johnson, Blake and Ryan|39.457132|-76.827092
4841962332605860|3005591724|71a168a773bf21f03b900f576c89a46a|1646492105|grocery_net|75.96|0|Garrett-Walker|39.775208|-75.874543
4841962332605860|3005591724|ee90018d644848542ee5a53238dabb00|1653672314|shopping_net|54.84|0|Brady LLC|39.502199|-76.690379
4841962332605860|3005591724|ac07e45d4f3e99a3568cbf7b355f05d3|1651602997|misc_pos|49.58|0|Rogers, Matthews and Castillo|41.039025|-75.573171
4841962332605860|3005591724|988cd98ced9ad08724b1c3c5e91f1ff7|1641937056|gas_transport|43.91|0|Hernandez, Rodriguez and Reilly|40.511593|-75.349792
4841962332605860|3005591724|1713cac611a586fd0d96d82ccad07c33|1654477524|shopping_net|66.12|0|Kennedy-Davis|41.024352|-77.076277
4841962332605860|3005591724|24088ecc0e72dae5b9ebb204c2b3956b|1653582220|misc_pos|87.93|0|Baker, Griffith and Baker|40.886499|-77.283506
4841962332605860|3005591724|a667fd21a5d03c386b6c9f3973ad02f6|1658533589|entertainment|69.33|0|Ramos, Campbell and Wilson|40.556485|-76.040928
4841962332605860|3005591724|1479a0fe0d68c768ba8e22e8b6bd8241|1651074520|misc_net|69.55|0|Perry LLC|39.520368|-76.581634
4841962332605860|3005591724|3133562970d4296e61ed1de1c7d91929|1656980723|shopping_pos|79.74|0|Shea, Warren and Ellis|39.97116|-77.225062
4841962332605860|3005591724|45af7eba3df233b03eff0d9f3e6d74aa|1660849788|food_dining|60.49|0|Lopez-Hudson|39.656541|-76.619346
4841962332605860|3005591724|ca7ea7874bd44d5f27cbf68a7019625e|1659660040|entertainment|61.82|0|Williams, Murphy and Armstrong|39.482065|-75.313344
4841962332605860|3005591724|bf536f3394d85508843950eede1a090c|1644431079|gas_transport|83.91|0|Haynes LLC|40.244704|-76.49903
4841962332605860|3005591724|89dbdcd70a58e6be33992c9a74edc0b3|1657146431|shopping_pos|60.12|0|Hale and Sons|40.417607|-75.747014
4841962332605860|3005591724|99eb420f392dc608827444c250676363|1659736289|entertainment|46.25|0|Baker-Deleon|40.349845|-76.280948
4841962332605860|3005591724|069198b6eca2f929cdbcb7fed4910725|1646176299|grocery_net|87.8|0|Tucker-Ramirez|39.970348|-76.63858
4841962332605860|3005591724|0007ae041881f0c131414d26ed4abab7|1655924895|shopping_pos|78.35|0|Wilson Ltd|40.591166|-76.60038
4841962332605860|3005591724|923ca2729873f1b52a0e1e9d990b7de7|1654279994|shopping_net|79.75|0|Arnold-Valenzuela|39.377604|-76.966006
4841962332605860|3005591724|722ceed8d3bc38aee7554975d3e403fd|1659287429|entertainment|79.1|0|Scott, Moore and Mckenzie|40.058472|-75.425797
4841962332605860|3005591724|d6cec310e36502570afe6d170bb15e5a|1660940823|food_dining|62.48|0|Johnson Inc|41.045829|-75.490393
4841962332605860|3005591724|4a22a73b7b30610ea43dcc66cc8738dc|1653414851|misc_pos|97.45|0|Robbins PLC|40.359928|-76.049195
4841962332605860|3005591724|23a21977aaa4bddab5047a110c001d97|1656726722|shopping_pos|89.34|0|Bell-Schmidt|39.510699|-76.507949
4841962332605860|3005591724|54ceadc98d2c9bcca3e8cec113e32990|1641854259|gas_transport|64.55|0|Fitzpatrick PLC|40.070766|-75.966234
4841962332605860|3005591724|3e938fb4ae5b7d7f2a031bac2047ed87|1653416773|misc_pos|73.73|0|Gillespie-Finley|40.73874|-75.827947
4841962332605860|3005591724|3bad406ced0c8f19434b28c743549177|1647542181|grocery_pos|70.5|0|Rodriguez, Thomas and Diaz|40.074831|-75.530042
4841962332605860|3005591724|ad327dc51397817edfa03d85db999c32|1656425059|shopping_pos|106.68|0|York Inc|40.876516|-75.554211
4841962332605860|3005591724|b05045d3b0eca4e9e1c2aad21ab81782|1646572867|grocery_net|70.35|0|Aguilar Ltd|39.091597|-75.737439
4841962332605860|3005591724|91c559dff09ccb20fd4f6bb624e8f40d|1660264690|food_dining|83.77|0|Obrien-May|40.862001|-76.876123
4841962332605860|3005591724|dff48c599d60c25c2811047c545c8376|1649090443|grocery_pos|89.31|0|Morris PLC|39.757541|-75.919
4841962332605860|3005591724|a17f8e25411ae993f3ee0891fe2e8e28|1657568094|shopping_pos|63.89|0|Poole, Gill and Bates|39.602989|-75.87261
4841962332605860|3005591724|25090861c42fb9c39a8d0ecdfd70e72f|1656097667|shopping_pos|69.86|0|Moss, Clark and Jenkins|40.148293|-76.146312
4841962332605860|3005591724|aab6437048071a5107d39c99a15752f8|1641575606|gas_transport|65.66|0|Smith-Cox|39.854243|-75.678934
4841962332605860|3005591724|7c4a638da97d5576423c1b7fd73c9ab4|1649865315|grocery_pos|82.96|0|Collins PLC|40.306646|-76.950097
4841962332605860|3005591724|0c592753155f36103e338bbdc742dbb9|1660244369|food_dining|130.5|0|Cardenas, Griffin and Hodges|39.31463|-76.551434
4841962332605860|3005591724|99082350aa6170e6da14dfc2024b4b11|1659718996|entertainment|91.7|0|Garcia Group|40.185259|-75.58475
4841962332605860|3005591724|7bde78507a4d489d69ec2e06413a17b7|1648598440|grocery_pos|47.25|0|Jones-Nelson|40.663766|-76.867218
4841962332605860|3005591724|d768272c6075f116ab22cb622040b1fe|1648142794|grocery_pos|99.76|0|Morris-Miles|39.816521|-76.61864
4841962332605860|3005591724|4dc6c65f49bc2cbfcd05e3839236e2ce|1641914110|gas_transport|127.92|0|Howell, Gates and Black|39.968943|-75.786073
4841962332605860|3005591724|0d6b011b19886170c1e81e814ff415df|1655077589|shopping_pos|118.05|0|Watson, Harrison and Campbell|40.337979|-75.932496
4841962332605860|3005591724|0084e61846a4ead4905fbd50de943956|1645110264|gas_transport|102.54|0|Watson, White and Gibson|39.935237|-76.735841
4841962332605860|3005591724|fea5467f66f940ee2ed78e95f7ef9e11|1645038162|gas_transport|65.29|0|Guerra, Clark and Bailey|40.694916|-75.584512
4841962332605860|3005591724|d2a6e7fcd984c3d0c593fdbdd6104463|1648836409|grocery_pos|77.66|0|Garcia, Townsend and Berry|39.548144|-75.90763
4841962332605860|3005591724|8a8be0bbe5239c0d319c2cbacacc9800|1660946890|food_dining|94.61|0|Ramirez-Miller|40.895225|-75.793075
4841962332605860|3005591724|1a493d245844753fb6bd1f5b7a0f8372|1651509195|misc_pos|64.92|0|Berger Ltd|39.550046|-76.741621
4841962332605860|3005591724|2488bef0134f76392e9e5255902a3f99|1658620350|entertainment|148.31|0|Sanchez, Wade and Valencia|40.061205|-76.71639
4841962332605860|3005591724|ac932f2fea2ff5eb6f4ee4ee00976b6c|1648682844|grocery_pos|58.71|0|Webb Ltd|39.39128|-77.078223
4841962332605860|3005591724|6160ad366f66537c925504e6249721b6|1654121510|shopping_net|80.93|0|Diaz-Bailey|39.920148|-76.283918
4841962332605860|3005591724|5aaa509573face24f22354b429a2b022|1660423653|food_dining|72.05|0|Lee, Simon and Harrison|40.424857|-75.977303
4841962332605860|3005591724|e908ff426aa26a8f064be85f3e2c2b6b|1644866435|gas_transport|75.83|0|Spencer PLC|40.155323|-76.372995
4841962332605860|3005591724|f9abbae470e0d02b88ae1da3e1ea4d18|1647121467|grocery_pos|116.56|0|Miller Group|40.628143|-75.568421
4841962332605860|3005591724|cda8611724c2bd85284c1b2ae2ab034d|1656791079|shopping_pos|98.42|0|Brooks-York|40.916504|-75.82603
4841962332605860|3005591724|0a857d310a4d671158b70095a88e54dc|1647556369|grocery_pos|92.45|0|Schultz, Larsen and Arroyo|39.087805|-76.543474
4841962332605860|3005591724|4ef41db17e4ccba8c2c3ae0255e7038d|1643051705|gas_transport|97.28|0|Sanders, Frank and Lyons|40.755831|-77.246382
4841962332605860|3005591724|fbb3eb64afb1fdf7ba1584fee4cface8|1641674297|gas_transport|57.45|0|Ruiz, Wallace and Watson|39.912188|-76.9344
4841962332605860|3005591724|812aa4a46617c9289d94555cab6f51c4|1650748632|misc_net|106.75|0|Mata and Sons|40.095302|-76.818794
4841962332605860|3005591724|6cc37feb096e2c260375e1eb317ba9a2|1654646699|shopping_net|89.72|0|Wilson, Nelson and Snyder|40.452579|-75.990673
4841962332605860|3005591724|dc802a3afb9b7958accf4e3b60f89d7e|1661267791|food_dining|127.12|0|Wheeler, Watson and Allen|39.077477|-75.725325
4841962332605860|3005591724|6566dfc2c8ef5ffe33e027fb27a0de33|1656196789|shopping_pos|74.32|0|Stark, Jones and Davis|40.623146|-76.142903
4841962332605860|3005591724|cdc47e13b1dab0eb8df06b53befdcaa2|1646588507|grocery_net|71.16|0|Peters-Horton|41.000702|-76.272526
4841962332605860|3005591724|d52f3715f2c012c52ac69b417e8f1037|1658535574|entertainment|82.61|0|Hicks, Gonzalez and Smith|40.182673|-77.216933
4841962332605860|3005591724|d479453f97ac5926899cf78aa10b1e82|1659287791|entertainment|82.01|0|Richard-Wells|39.849645|-76.388887
4841962332605860|3005591724|da49bc34c2657a293e098d52d358b5bd|1655330444|shopping_pos|94.68|0|Collins-Martinez|39.449863|-76.534913
4841962332605860|3005591724|43c042b852ed128504d9736bdeed3d42|1653063983|misc_pos|66.67|0|Beck-Clark|40.317349|-76.587008
4841962332605860|3005591724|0aea1f31405b94ee7c8ecadaf2927353|1647705968|grocery_pos|79.32|0|Sexton-Gallagher|40.089365|-76.824233
4841962332605860|3005591724|f8d2c4b418f92f88a98babaff4b1e9c8|1661453999|food_dining|52.45|0|Friedman, Jackson and Bullock|39.587359|-76.846471
4841962332605860|3005591724|56c059bf48c754cd47aa1c1982792a61|1659191118|entertainment|95.0|0|Hughes-Torres|39.391718|-75.999736
4841962332605860|3005591724|0cb270a82d0a1f62ade2b165ef6df417|1647181276|grocery_pos|76.84|0|Jones, Garcia and Martin|39.85889|-76.063016
4841962332605860|3005591724|ac822d3ed147ac57c42c8fe232fc21b2|1656198265|shopping_pos|109.76|0|Liu, Young and Velez|40.176177|-75.709992
4841962332605860|3005591724|aca3bd6f6697224784e60136f1c30a26|1658535663|entertainment|88.16|0|Wells-Church|40.396548|-76.811086
4841962332605860|3005591724|93e3e71d68d696ff3eed77abbc824446|1652825641|misc_pos|106.36|0|Nelson-Murillo|39.144823|-76.880582
4841962332605860|3005591724|d7dc28493ec8bd394124eaa34fadcf6a|1649796838|grocery_pos|94.71|0|Bowen Inc|40.488089|-76.260674
4841962332605860|3005591724|b10918dce3ebea27cc9322d4bb8abd4e|1648834544|grocery_pos|85.08|0|Rodriguez, Greene and Kline|39.334578|-76.742699
4841962332605860|3005591724|f60e919ab1bc67a4b9a3e3da1f810237|1656114624|shopping_pos|94.35|0|Lamb Group|40.091035|-76.397683
4841962332605860|3005591724|a3ce33004681f78235079bc6dfd3028c|1652044136|misc_pos|87.26|0|Jenkins, French and Graham|40.650028|-75.326068
4841962332605860|3005591724|84bee1b75c43f3930ee95ef22ea6ced7|1648649655|grocery_pos|85.14|0|Anderson, Stout and Cline|40.279715|-76.868904
4841962332605860|3005591724|b28c571a996eb19a3cc7eef690bd4163|1657128977|shopping_pos|65.31|0|Henderson-Lambert|40.298433|-75.985961
4841962332605860|3005591724|2f6eeeca8ff3b36af8c914423af6910f|1654904854|shopping_net|56.03|0|Proctor, Villarreal and Jones|40.368972|-75.520191
4841962332605860|3005591724|3c65955e13b0ddd52d5a99565f07037d|1656697914|shopping_pos|112.94|0|Mueller, Fletcher and Woodward|39.684312|-75.841445
4841962332605860|3005591724|d68e356b054642d99de604722204bb52|1654218986|shopping_net|86.04|0|Ortega, Fitzpatrick and Mahoney|39.515915|-76.249957
4841962332605860|3005591724|12c780c3edba81d112cd236130896e73|1654895340|shopping_net|136.07|0|Thomas Ltd|39.975575|-75.968135
4841962332605860|3005591724|dbea281d42a2442032ed1c4b789597f0|1655500861|shopping_pos|84.69|0|Castro, Walls and Lewis|40.96406|-76.178569
4841962332605860|3005591724|839d84a3c21dedb57d9e352f80d88a7b|1653504996|misc_pos|63.58|0|Fernandez Inc|40.595136|-77.207764
4841962332605860|3005591724|8a4cd407736577f55143371b668aea04|1653079382|misc_pos|63.9|0|Nolan-Henderson|40.720472|-75.81445
4841962332605860|3005591724|a4f0021577e69c5ec461140b29035d58|1660513927|food_dining|92.57|0|Martinez and Sons|39.42487|-77.030711
4841962332605860|3005591724|a9cbbfd408ba39a6a796f5e28b9fc19d|1642789554|gas_transport|94.27|0|Carlson, Mccormick and Madden|40.37498|-76.334508
